date,depth_group,mean_dissolved_oxygen,std_dissolved_oxygen,measurement_count
2014-02-26,Surface,7.922,0.15389751279486097,10
2014-02-26,Mid-Depth,6.487,0.6950467610168396,10
2014-02-26,Lower Photic,5.487,0.23466524620782203,10
2014-02-26,Deep,4.3438764646318235,1.0920655204826764,28
2014-03-26,Surface,7.322500000000001,0.04638306683358584,10
2014-03-26,Mid-Depth,7.313000000000001,0.0380204623269571,10
2014-03-26,Lower Photic,6.855500000000001,0.30865703728680244,10
2014-03-26,Deep,4.624587824101312,1.195636398159123,28
2014-04-22,Surface,7.029259034210144,0.09406910585888834,10
2014-04-22,Mid-Depth,7.074000000000001,0.01955050439815347,10
2014-04-22,Lower Photic,7.059,0.025582111805799865,10
2014-04-22,Deep,4.582334614440917,1.4225672948505228,28
2014-06-24,Surface,7.07,0.12578641509408806,10
2014-06-24,Mid-Depth,7.086999999999999,0.10403525043625036,10
2014-06-24,Lower Photic,6.412999999999999,0.4867362963887347,10
2014-06-24,Deep,3.303345421423143,1.0883569375662243,28
2014-07-23,Surface,6.7540000000000004,0.04299870799092555,10
2014-07-23,Mid-Depth,6.598999999999999,0.03604010112206806,10
2014-07-23,Lower Photic,6.129,0.635215623933235,10
2014-07-23,Deep,3.088464004016925,0.8655113220727886,28
2014-08-12,Surface,7.468999999999999,0.059151406482761494,10
2014-08-12,Mid-Depth,7.405000000000001,0.2693716969377278,10
2014-08-12,Lower Photic,6.535000000000001,0.050166389810974724,10
2014-08-12,Deep,3.0434643763950757,1.2175411675029666,28
2014-09-08,Surface,8.227,0.09452219022242557,10
2014-09-08,Mid-Depth,8.091000000000001,0.19341664871463385,10
2014-09-08,Lower Photic,6.76,0.7120549292169968,10
2014-09-08,Deep,3.1993719015933584,1.1134525921944043,28
2014-10-07,Surface,8.796000000000001,0.14538836878436268,10
2014-10-07,Mid-Depth,8.199000000000002,0.35700762519089746,10
2014-10-07,Lower Photic,7.1240000000000006,0.5790451910976666,10
2014-10-07,Deep,2.890131881287136,1.2105558619237402,28
2014-11-11,Surface,7.695,0.18026215477588303,10
2014-11-11,Mid-Depth,7.047,0.15853846361197177,10
2014-11-11,Lower Photic,6.715000000000001,0.03308238873546537,10
2014-11-11,Deep,4.252633529415206,2.1690546934178085,28
2014-12-08,Surface,6.396,0.014298407059684921,10
2014-12-08,Mid-Depth,6.338,0.027406406388125908,10
2014-12-08,Lower Photic,6.269,0.020248456731316568,10
2014-12-08,Deep,3.873199125350234,2.133350408329954,28
2015-01-14,Surface,7.169559132390569,0.035699806588421486,10
2015-01-14,Mid-Depth,6.872843833940081,0.1496328273945479,10
2015-01-14,Lower Photic,5.950619590630389,0.44164486598021163,10
2015-01-14,Deep,3.85460386090022,1.017455088093011,28
2015-02-10,Surface,6.684,0.2506081491979948,10
2015-02-10,Mid-Depth,6.742999999999999,0.012516655570345639,10
2015-02-10,Lower Photic,6.767999999999999,0.004216370213557749,10
2015-02-10,Deep,6.5844980554522055,1.021574177730588,28
2015-03-10,Surface,6.590999999999999,0.057435954670301194,10
2015-03-10,Mid-Depth,6.3709999999999996,0.4330627360248551,10
2015-03-10,Lower Photic,5.502999999999999,0.12953335048893352,10
2015-03-10,Deep,4.968472297118564,0.8802193425300611,28
2015-04-14,Surface,7.175999999999999,0.09240009620004619,10
2015-04-14,Mid-Depth,7.238000000000001,0.027406406388125894,10
2015-04-14,Lower Photic,7.053,0.1781416415228187,10
2015-04-14,Deep,5.121744315435806,1.4379021219364987,28
2015-05-05,Surface,6.746,1.9470387772204227,10
2015-05-05,Mid-Depth,7.4300000000000015,0.06110100926607795,10
2015-05-05,Lower Photic,6.993,0.338921492056461,10
2015-05-05,Deep,4.601400663297592,1.2675753765184576,28
2015-06-09,Surface,7.414,0.020655911179772907,10
2015-06-09,Mid-Depth,7.437,0.012516655570345805,10
2015-06-09,Lower Photic,6.374,0.579812230141985,10
2015-06-09,Deep,4.078017857142856,0.7488150946432693,28
2015-07-14,Surface,7.306,0.0694742158406027,10
2015-07-14,Mid-Depth,7.208,0.08456424250894183,10
2015-07-14,Lower Photic,6.737,0.4904657650302076,10
2015-07-14,Deep,3.775828197978658,0.8295372223473457,28
2015-08-10,Surface,7.801,0.08517302650748336,10
2015-08-10,Mid-Depth,7.871,0.036347092196090496,10
2015-08-10,Lower Photic,6.7700000000000005,0.9886354231970448,10
2015-08-10,Deep,3.3554683838262136,0.6844636365582054,28
2015-09-09,Surface,8.177999999999999,0.09647106647418535,10
2015-09-09,Mid-Depth,7.947000000000001,0.21411575270296102,10
2015-09-09,Lower Photic,6.575999999999999,0.8167170052513091,10
2015-09-09,Deep,3.068585944868278,0.8036050984664359,28
2015-10-06,Surface,8.117,0.0800069441430626,10
2015-10-06,Mid-Depth,7.654999999999999,0.4350542750303947,10
2015-10-06,Lower Photic,6.049999999999999,0.7364026676274936,10
2015-10-06,Deep,2.866165395270072,0.7384287136915547,28
2015-11-12,Surface,7.114,0.13409780841692473,10
2015-11-12,Mid-Depth,6.415000000000001,0.9320854753365345,10
2015-11-12,Lower Photic,5.264999999999999,0.9434246127804805,10
2015-11-12,Deep,2.824428829029815,0.5178089661746283,28
2015-12-08,Surface,7.26,0.07483314773547872,10
2015-12-08,Mid-Depth,7.220999999999999,0.024244128727957486,10
2015-12-08,Lower Photic,7.079000000000001,0.1231485101637674,10
2015-12-08,Deep,4.6778776526220325,2.1251913177637607,28
2016-01-19,Surface,7.321000000000001,0.041753243386991254,10
2016-01-19,Mid-Depth,7.1720000000000015,0.1001998003990027,10
2016-01-19,Lower Photic,6.911999999999999,0.05159672685570502,10
2016-01-19,Deep,5.418130485791225,2.0771088381527227,28
2016-02-16,Surface,7.4300000000000015,0.03651483716701121,10
2016-02-16,Mid-Depth,7.199000000000001,0.16888194430166623,10
2016-02-16,Lower Photic,6.705000000000001,0.07230337321161277,10
2016-02-16,Deep,5.686856551307464,1.8392866237267875,28
2016-03-08,Surface,8.180000000000001,0.050990195135927806,10
2016-03-08,Mid-Depth,7.816999999999998,0.330254110917302,10
2016-03-08,Lower Photic,6.920999999999999,0.26913235075371783,10
2016-03-08,Deep,5.687210988119195,1.4323591993161087,28
2016-04-13,Surface,8.329,0.1622378226897511,10
2016-04-13,Mid-Depth,8.092,0.3520037878584074,10
2016-04-13,Lower Photic,6.461,0.5370588629025892,10
2016-04-13,Deep,4.647550532365473,1.1571508019415147,28
2016-05-17,Surface,8.019,0.04458450154232723,10
2016-05-17,Mid-Depth,8.222999999999999,0.08138386408455507,10
2016-05-17,Lower Photic,5.718,0.9736506332127327,10
2016-05-17,Deep,3.973363117442227,1.1367200505306156,28
2016-06-14,Surface,8.071000000000002,0.10004998750624616,10
2016-06-14,Mid-Depth,8.045999999999998,0.07933053216343196,10
2016-06-14,Lower Photic,5.649,1.609247236028904,10
2016-06-14,Deep,3.2681523983473206,0.8097528270018544,28
2016-07-12,Surface,7.510000000000001,0.026666666666666505,10
2016-07-12,Mid-Depth,7.462999999999999,0.1026374417278823,10
2016-07-12,Lower Photic,4.426,1.5562076411013481,10
2016-07-12,Deep,2.92617067130562,0.9535625488756823,28
2016-08-10,Surface,7.749,0.09757618106439243,10
2016-08-10,Mid-Depth,7.922,0.067954232964384,10
2016-08-10,Lower Photic,7.531000000000001,0.3056304958606062,10
2016-08-10,Deep,2.917056378234032,0.9477149226602325,28
2016-09-07,Surface,7.764999999999999,0.05759050847723652,10
2016-09-07,Mid-Depth,7.800999999999999,0.07125073099040212,10
2016-09-07,Lower Photic,7.161,0.8008252687765984,10
2016-09-07,Deep,2.9210601147170285,0.7710979523789436,28
2016-10-12,Surface,7.244,0.02458545188611421,10
2016-10-12,Mid-Depth,7.259,0.005676462121975345,10
2016-10-12,Lower Photic,6.4719999999999995,0.9857630997805147,10
2016-10-12,Deep,2.1831428571428573,0.8591554731153883,28
2016-11-09,Surface,7.537999999999999,0.04391911757866828,10
2016-11-09,Mid-Depth,7.511999999999999,0.05593647190240794,10
