date,depth_group,mean_ph,std_ph,measurement_count
2014-03-26,Surface,8.556000000000001,0.009660917830793448,10
2014-03-26,Mid-Depth,8.569999999999999,1.8724445165742407e-15,10
2014-03-26,Lower Photic,8.512,0.04211096452627688,10
2014-03-26,Deep,8.06023209773197,0.15057292222250204,10
2014-04-22,Surface,8.687322874429015,0.027670238679214983,10
2014-04-22,Mid-Depth,8.686000000000002,0.005163977794943112,10
2014-04-22,Lower Photic,8.652,0.03614784456460247,10
2014-04-22,Deep,8.11044198966457,0.16679303021292277,10
2014-06-24,Surface,8.541,0.14910473574713254,10
2014-06-24,Mid-Depth,8.863999999999999,0.03886666031382985,10
2014-06-24,Lower Photic,8.548,0.20032196307167371,10
2014-06-24,Deep,7.865220639043987,0.1367617012634219,10
2014-07-23,Surface,8.788,0.15324635214074234,10
2014-07-23,Mid-Depth,9.1125,0.06142972497994058,10
2014-07-23,Lower Photic,9.015,0.015811388300842118,10
2014-07-23,Deep,8.90253452100962,0.33983568345057213,10
2014-08-12,Surface,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Mid-Depth,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Lower Photic,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Deep,8.868680806419059,0.342235127907066,10
2014-09-08,Surface,7.3195,0.6473555179858027,10
2014-09-08,Mid-Depth,7.075999999999999,0.22950187605139763,10
2014-09-08,Lower Photic,8.308000000000002,0.6891830912996441,10
2014-09-08,Deep,7.584528877108184,0.31642492805672656,10
2014-10-07,Surface,9.661,0.07852105167122736,10
2014-10-07,Mid-Depth,9.831,0.044334586448455726,10
2014-10-07,Lower Photic,9.786,0.08016649341630638,10
2014-10-07,Deep,8.6028715850319,0.4333716731796574,10
2014-11-11,Surface,10.867,0.11860766323377986,10
2014-11-11,Mid-Depth,11.184000000000001,0.07574812062208379,10
2014-11-11,Lower Photic,11.350999999999999,0.08157477823717581,10
2014-11-11,Deep,9.925755270049333,0.8238919220574425,10
2014-12-08,Surface,8.499,0.03314949304120486,10
2014-12-08,Mid-Depth,8.511500000000002,0.005797509043641965,10
2014-12-08,Lower Photic,8.5015,0.02000694323922981,10
2014-12-08,Deep,7.958124830191399,0.2309593012921582,10
2015-01-14,Surface,8.433,0.03267686915507354,10
2015-01-14,Mid-Depth,8.409,0.012866839377078913,10
2015-01-14,Lower Photic,8.401,0.007378647873726061,10
2015-01-14,Deep,8.343030190459837,0.16846980511167273,10
2015-02-10,Surface,8.427000000000001,0.1147025137765806,10
2015-02-10,Mid-Depth,8.294,0.059104427358137215,10
2015-02-10,Lower Photic,8.166,0.01776388345929859,10
2015-02-10,Deep,8.067107770216424,0.10832525833216589,10
2015-03-10,Surface,8.647,0.035292429153510746,10
2015-03-10,Mid-Depth,8.571000000000002,0.042282121254470686,10
2015-03-10,Lower Photic,8.489999999999998,0.012472191289246206,10
2015-03-10,Deep,8.349975596161817,0.16220906065154878,10
2015-04-14,Surface,8.7735,0.019727307638566872,10
2015-04-14,Mid-Depth,8.77,0.028674417556808555,10
2015-04-14,Lower Photic,8.685999999999998,0.02221110833194362,10
2015-04-14,Deep,8.312388577592273,0.16750681006984183,10
2015-05-05,Surface,8.782,0.07465476095557001,10
2015-05-05,Mid-Depth,8.6485,0.04123442466893156,10
2015-05-05,Lower Photic,8.538500000000003,0.053439997504989546,10
2015-05-05,Deep,8.116815090898285,0.15389131930311695,10
2015-06-09,Surface,8.988,0.025298221281346945,10
2015-06-09,Mid-Depth,8.9325,0.025522321385188975,10
2015-06-09,Lower Photic,8.636999999999997,0.08718435129718619,10
2015-06-09,Deep,8.272616666666666,0.0765590246754701,10
2015-07-14,Surface,8.692,0.015491933384829822,10
2015-07-14,Mid-Depth,8.6565,0.01564360004034287,10
2015-07-14,Lower Photic,8.549000000000001,0.08774331250237186,10
2015-07-14,Deep,7.992831741659479,0.12211902625348593,10
2015-08-10,Surface,8.867,0.01059349905471406,10
2015-08-10,Mid-Depth,8.846,0.023190036174567913,10
2015-08-10,Lower Photic,8.716999999999999,0.10719141756689296,10
2015-08-10,Deep,8.161797110235517,0.10491497831659097,10
2015-09-09,Surface,9.0505,0.04597402648356048,10
2015-09-09,Mid-Depth,8.815,0.10585629672133626,10
2015-09-09,Lower Photic,8.553999999999998,0.09395034149308173,10
2015-09-09,Deep,7.952147674045444,0.12405076740274967,10
2015-10-06,Surface,8.747,0.09900056116563741,10
2015-10-06,Mid-Depth,8.363,0.0691295080908933,10
2015-10-06,Lower Photic,8.206999999999997,0.06201254353399427,10
2015-10-06,Deep,7.91506982150366,0.06923529205403538,10
2015-11-12,Surface,8.969000000000001,0.012866839377079498,10
2015-11-12,Mid-Depth,8.943,0.012516655570345725,10
2015-11-12,Lower Photic,8.716999999999999,0.1918940679993348,10
2015-11-12,Deep,7.9721490238106725,0.14870851129761126,10
2015-12-08,Surface,8.373000000000001,0.04110960958218928,10
2015-12-08,Mid-Depth,8.381,0.015238839267550451,10
2015-12-08,Lower Photic,8.358999999999998,0.008755950357708946,10
2015-12-08,Deep,7.946075007942116,0.18002334845837983,10
2016-01-19,Surface,7.7765,0.025171633064048904,10
2016-01-19,Mid-Depth,7.720000000000001,0.014142135623731067,10
2016-01-19,Lower Photic,7.69,0.008164965809277449,10
2016-01-19,Deep,7.3196041907363,0.21616959390492577,10
2016-02-16,Surface,7.982999999999999,0.08512082915218573,10
2016-02-16,Mid-Depth,7.910500000000001,0.0095597535998,10
2016-02-16,Lower Photic,7.9215,0.011067971810589257,10
2016-02-16,Deep,7.806123151767946,0.14067216663602217,10
2016-03-08,Surface,8.685,0.06293735862833061,10
2016-03-08,Mid-Depth,8.564,0.033065591380366285,10
2016-03-08,Lower Photic,8.495,0.022730302828309273,10
2016-03-08,Deep,8.383534707609508,0.22496532632278393,10
2016-04-13,Surface,8.035,0.06450667493454523,10
2016-04-13,Mid-Depth,7.87,0.06616477747093068,10
2016-04-13,Lower Photic,7.704000000000001,0.051682793182171456,10
2016-04-13,Deep,7.699661197523871,0.10794954356298181,10
2016-05-17,Surface,8.578000000000001,0.030840089349920875,10
2016-05-17,Mid-Depth,8.535,0.048819395052922855,10
2016-05-17,Lower Photic,8.224,0.08959166627910549,10
2016-05-17,Deep,8.014604824878582,0.09823027990874518,10
2016-06-14,Surface,8.606,0.041419265512024406,10
2016-06-14,Mid-Depth,8.553999999999998,0.015776212754932448,10
2016-06-14,Lower Photic,8.322000000000001,0.12734903917100338,10
2016-06-14,Deep,7.999682311469385,0.09082874437689427,10
2016-07-12,Surface,8.760000000000002,0.024944382578493046,10
2016-07-12,Mid-Depth,8.707999999999998,0.03119829055146034,10
2016-07-12,Lower Photic,8.391,0.16017004852482383,10
2016-07-12,Deep,8.075946541643216,0.10856495109441176,10
2016-08-10,Surface,8.397499999999999,0.024409697526461344,10
2016-08-10,Mid-Depth,8.379000000000001,0.01173787790777281,10
2016-08-10,Lower Photic,8.311000000000002,0.039846929339382706,10
2016-08-10,Deep,7.8438110228554025,0.08859442106427837,10
2016-09-07,Surface,9.841,0.03446415206816734,10
2016-09-07,Mid-Depth,9.821,0.00994428926011732,10
2016-09-07,Lower Photic,9.73,0.09988882709181136,10
2016-09-07,Deep,8.991909261398622,0.4482813554047966,10
2016-10-12,Surface,8.875,0.012692955176440354,10
2016-10-12,Mid-Depth,8.87,0.012692955176440276,10
2016-10-12,Lower Photic,8.761,0.0948038911531474,10
2016-10-12,Deep,8.156400000000001,0.13980875826960507,10
2016-11-09,Surface,8.8385,0.10333467741061361,10
2016-11-09,Mid-Depth,8.879000000000001,0.009944289260118035,10
2016-11-09,Lower Photic,8.851999999999999,0.004216370213557749,10
2016-11-09,Deep,8.257380770639097,0.2298369232736491,10
2016-12-05,Surface,8.398,0.06425643072011496,10
2016-12-05,Mid-Depth,8.316500000000001,0.02646276209653435,10
2016-12-05,Lower Photic,8.257,0.014944341180972943,10
2016-12-05,Deep,7.876114049126272,0.19490242436222335,10
2017-02-08,Surface,8.277000000000001,0.04691600058733821,10
2017-02-08,Mid-Depth,8.207000000000003,0.02451756739791138,10
2017-02-08,Lower Photic,8.1715,0.011067971810589123,10
2017-02-08,Deep,8.110963703682105,0.1293413112006233,10
2017-03-14,Surface,8.348499999999998,0.05558027227952965,10
2017-03-14,Mid-Depth,8.278,0.01549193338483018,10
2017-03-14,Lower Photic,8.257,0.0067494855771053856,10
2017-03-14,Deep,8.148061226948437,0.13427328258314544,10
2017-04-19,Surface,8.29025,0.14715095235090286,10
2017-04-19,Mid-Depth,8.221250000000001,0.007750448015724045,10
2017-04-19,Lower Photic,8.190999999999999,0.009944289260117697,10
2017-04-19,Deep,8.03982591399533,0.11630846110975028,10
2017-05-16,Surface,8.152,0.08866917289691083,10
2017-05-16,Mid-Depth,8.064666666666664,0.01951257903868038,10
2017-05-16,Lower Photic,7.997833333333334,0.02233374792318309,10
2017-05-16,Deep,7.96019507648869,0.1167868801135071,10
2017-06-13,Surface,9.354000000000001,0.06048772959947138,10
2017-06-13,Mid-Depth,9.3295,0.014615440845595426,10
2017-06-13,Lower Photic,9.216,0.0339771164821922,10
2017-06-13,Deep,9.003399033068579,0.38264694455233195,10
2017-07-11,Surface,8.184000000000001,0.13393198937437553,10
2017-07-11,Mid-Depth,8.072999999999999,0.0245175673979108,10
2017-07-11,Lower Photic,7.949,0.05915140648276163,10
2017-07-11,Deep,7.819828880927183,0.10369411805573582,10
2017-08-08,Surface,9.0255,0.036396733675183146,10
2017-08-08,Mid-Depth,9.004999999999999,0.009718253158075292,10
2017-08-08,Lower Photic,8.870999999999999,0.12013418423672048,10
2017-08-08,Deep,8.345183547029388,0.1712938209966883,10
2017-09-12,Surface,10.3705,0.21082443986512703,10
2017-09-12,Mid-Depth,10.339,0.0321282153600573,10
2017-09-12,Lower Photic,10.090500000000002,0.11903430877972389,10
2017-09-12,Deep,9.26985169852157,0.5453916612664682,10
2017-10-12,Surface,9.104999999999999,0.018408935028645577,10
2017-10-12,Mid-Depth,9.072,0.018885620632287044,10
2017-10-12,Lower Photic,8.9435,0.15129166092903698,10
2017-10-12,Deep,8.147930030730778,0.09416465088899538,10
2017-11-07,Surface,8.944999999999999,0.01581138830084206,10
2017-11-07,Mid-Depth,8.895000000000001,0.021213203435596205,10
2017-11-07,Lower Photic,8.853000000000002,0.022135943621178905,10
2017-11-07,Deep,8.058448718373064,0.10713060098386551,10
2017-12-13,Surface,8.567000000000002,0.010593499054713577,10
2017-12-13,Mid-Depth,8.56,0.0,10
2017-12-13,Lower Photic,8.556500000000002,0.0047434164902524995,10
2017-12-13,Deep,8.149360387852786,0.27677784780484677,10
2018-01-11,Surface,9.306963719106426,0.055437455972374886,10
2018-01-11,Mid-Depth,9.181070438907733,0.017202004087462603,10
