date,depth_group,mean_ph,std_ph,measurement_count
2014-02-18,Surface,9.285470688503807,0.11022344836115812,10
2014-02-18,Mid-Depth,9.093333333333334,0.12382783747337822,10
2014-02-18,Lower Photic,8.80875,0.02826585101024449,10
2014-02-18,Deep,8.484700718079319,0.1373580122298501,22
2014-03-26,Surface,8.553,0.015748799679912964,10
2014-03-26,Mid-Depth,8.398,0.06314005596027532,10
2014-03-26,Lower Photic,7.9704999999999995,0.1689855352126655,10
2014-03-26,Deep,7.7790739995205485,0.03406114309059693,22
2014-04-22,Surface,8.728,0.011352924243950692,10
2014-04-22,Mid-Depth,8.647,0.043728963196287066,10
2014-04-22,Lower Photic,8.331,0.21558447686850427,10
2014-04-22,Deep,8.000584567736249,0.04191866533710469,22
2014-05-19,Surface,8.92,0.0802772971919485,10
2014-05-19,Mid-Depth,8.997,0.006749485577105385,10
2014-05-19,Lower Photic,8.860000000000001,0.10934146311237798,10
2014-05-19,Deep,8.328409090909092,0.15235755536016146,22
2014-06-24,Surface,8.754,0.12598059815348997,10
2014-06-24,Mid-Depth,9.084,0.047888759989514786,10
2014-06-24,Lower Photic,8.817,0.24120300348231366,10
2014-06-24,Deep,7.906742424242423,0.16866616261353198,22
2014-07-22,Surface,9.097999999999999,0.11419281938896145,10
2014-07-22,Mid-Depth,9.376,0.06221825384170723,10
2014-07-22,Lower Photic,9.204,0.22386503870760066,10
2014-07-22,Deep,8.390530303030303,0.23881286333462798,22
2014-08-12,Surface,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Mid-Depth,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Lower Photic,9.010000000000002,1.8724445165742407e-15,10
2014-08-12,Deep,8.986852167271845,0.1085729594338861,22
2014-09-08,Surface,8.22907692307692,0.6236931425746755,10
2014-09-08,Mid-Depth,7.260923076923078,0.8278825917959723,10
2014-09-08,Lower Photic,9.321000000000002,0.7765801096259592,10
2014-09-08,Deep,7.415909090909091,0.2847331096359251,22
2014-10-07,Surface,7.710000000000001,1.4505171491574993,10
2014-10-07,Mid-Depth,10.271,0.5969822256799423,10
2014-10-07,Lower Photic,9.731000000000002,0.10816140202904559,10
2014-10-07,Deep,8.680652558504152,0.27385575990699357,22
2014-11-11,Surface,9.517,0.274666801510215,10
2014-11-11,Mid-Depth,9.562000000000001,0.041853654500673125,10
2014-11-11,Lower Photic,9.599,0.10816140202904619,10
2014-11-11,Deep,8.542768855818862,0.4127530446060812,22
2014-12-08,Surface,8.495,0.04972144630058749,10
2014-12-08,Mid-Depth,8.515,0.013540064007726314,10
2014-12-08,Lower Photic,8.479000000000001,0.019119507199599876,10
2014-12-08,Deep,8.427575757575756,0.012015502252186136,22
2015-01-13,Surface,8.510000000000002,0.03590109871422998,10
2015-01-13,Mid-Depth,8.509,0.021832697191749954,10
2015-01-13,Lower Photic,8.470000000000002,0.004714045207910216,10
2015-01-13,Deep,8.429166666666667,0.01811011293383331,22
2015-02-10,Surface,8.278,0.0768548415304245,10
2015-02-10,Mid-Depth,8.142999999999999,0.032676869155073354,10
2015-02-10,Lower Photic,8.139,0.02183269719175057,10
2015-02-10,Deep,8.12371212121212,0.0224429424582802,22
2015-03-10,Surface,8.599,0.06723920813863837,10
2015-03-10,Mid-Depth,8.533999999999999,0.0386436713231718,10
2015-03-10,Lower Photic,8.438999999999998,0.015951314818673526,10
2015-03-10,Deep,8.359090909090908,0.016008655667390265,22
2015-04-14,Surface,8.673000000000002,0.03368151487751745,10
2015-04-14,Mid-Depth,8.674999999999999,0.028771127502719807,10
2015-04-14,Lower Photic,8.57,0.05676462121975458,10
2015-04-14,Deep,8.10469696969697,0.137100199294037,22
2015-06-09,Surface,8.736999999999998,0.018287822299126944,10
2015-06-09,Mid-Depth,8.724,0.030983866769659363,10
2015-06-09,Lower Photic,8.315999999999999,0.18697593428032394,10
2015-06-09,Deep,7.950227272727272,0.04444333963273274,22
2015-07-14,Surface,8.614,0.024129281427805217,10
2015-07-14,Mid-Depth,8.647000000000002,0.0067494855771053856,10
2015-07-14,Lower Photic,8.641,0.017288403306520022,10
2015-07-14,Deep,8.062424242424242,0.18533876267650265,22
2015-08-10,Surface,8.817000000000002,0.02869378562220987,10
2015-08-10,Mid-Depth,8.819999999999999,0.010540925533894374,10
2015-08-10,Lower Photic,8.678999999999998,0.06297265720577125,10
2015-08-10,Deep,8.204166666666666,0.17788271952261683,22
2015-09-09,Surface,8.969999999999999,0.06394442031083651,10
2015-09-09,Mid-Depth,8.675999999999998,0.08181279443542612,10
2015-09-09,Lower Photic,8.338000000000001,0.17912131208888696,10
2015-09-09,Deep,7.86159090909091,0.11613310789520273,22
2015-10-06,Surface,8.957000000000003,0.029078437983419362,10
2015-10-06,Mid-Depth,8.867,0.07746683878351501,10
2015-10-06,Lower Photic,8.464,0.18007405883876432,10
2015-10-06,Deep,8.008712121212122,0.10173876160675245,22
2015-11-11,Surface,8.906,0.015776212754931972,10
2015-11-11,Mid-Depth,8.842999999999998,0.02451756739791083,10
2015-11-11,Lower Photic,8.625,0.2560056422989327,10
2015-11-11,Deep,7.890293943110866,0.02680020226205411,22
2016-01-19,Surface,7.980999999999999,0.11039826890752275,10
2016-01-19,Mid-Depth,7.891,0.026012817353502228,10
2016-01-19,Lower Photic,7.770999999999999,0.032472210341220165,10
2016-01-19,Deep,7.559772727272726,0.13286653948988555,22
2016-02-16,Surface,8.143,0.011595018087284201,10
2016-02-16,Mid-Depth,8.11,0.027487370837451203,10
2016-02-16,Lower Photic,8.048,0.01398411797560257,10
2016-02-16,Deep,8.067121212121211,0.09265225110292602,22
2016-03-01,Surface,8.652,0.09162726425881963,10
2016-03-01,Mid-Depth,8.559999999999999,0.026246692913372897,10
2016-03-01,Lower Photic,8.495000000000001,0.012692955176439575,10
2016-03-01,Deep,8.483030303030302,0.029419589825697045,22
2016-04-12,Surface,8.64,0.09189365834726841,10
2016-04-12,Mid-Depth,8.553,0.06219146064997767,10
2016-04-12,Lower Photic,8.273,0.106254411673116,10
2016-04-12,Deep,8.24159090909091,0.03270226952274773,22
2016-05-17,Surface,8.4,0.01154700538379227,10
2016-05-17,Mid-Depth,8.364,0.05481281277625196,10
2016-05-17,Lower Photic,7.929,0.13461467643281375,10
2016-05-17,Deep,7.803030303030303,0.08315001481614398,22
2016-06-14,Surface,8.747,0.06750308634919361,10
2016-06-14,Mid-Depth,8.624,0.04141926551202408,10
2016-06-14,Lower Photic,8.241,0.23259167846010498,10
2016-06-14,Deep,7.858712121212122,0.04322309487688176,22
2016-07-12,Surface,8.743,0.030568684048294048,10
2016-07-12,Mid-Depth,8.716000000000001,0.021705094128133155,10
2016-07-12,Lower Photic,8.482000000000001,0.17961687621774916,10
2016-07-12,Deep,8.04651515151515,0.05343469804599778,22
2016-08-09,Surface,8.651000000000002,0.028460498941515304,10
2016-08-09,Mid-Depth,8.604999999999999,0.05482294734466194,10
2016-08-09,Lower Photic,8.393,0.10089047967419368,10
2016-08-09,Deep,7.919469696969698,0.0916881451945451,22
2016-09-06,Surface,9.91,0.03399346342395181,10
2016-09-06,Mid-Depth,9.873,0.03368151487751776,10
2016-09-06,Lower Photic,9.693000000000001,0.06750308634919333,10
2016-09-06,Deep,9.183939393939394,0.1295479987598571,22
2016-10-11,Surface,8.922,0.02485513584307634,10
2016-10-11,Mid-Depth,8.864999999999998,0.0343996124009172,10
2016-10-11,Lower Photic,8.818999999999999,0.03956710193526359,10
2016-10-11,Deep,8.157704831629365,0.18542280828013738,22
2016-11-08,Surface,9.003,0.037727090178455686,10
2016-11-08,Mid-Depth,8.992999999999999,0.030930028559098804,10
2016-11-08,Lower Photic,8.881,0.039285281382896116,10
2016-11-08,Deep,8.39401515151515,0.1950842031542951,22
2016-12-05,Surface,8.446000000000002,0.060772800933750905,10
2016-12-05,Mid-Depth,8.373000000000001,0.023593784492248807,10
2016-12-05,Lower Photic,8.267,0.03128720008068632,10
2016-12-05,Deep,8.110530303030302,0.10579928381604692,22
2017-02-07,Surface,8.514000000000001,0.08113089560840685,10
2017-02-07,Mid-Depth,8.441999999999998,0.01932183566158608,10
2017-02-07,Lower Photic,8.409,0.01449137674618913,10
2017-02-07,Deep,8.398787878787878,0.00733156216312735,22
2017-03-13,Surface,8.084,0.03627058802329453,10
2017-03-13,Mid-Depth,8.088,0.023475755815544844,10
2017-03-13,Lower Photic,8.056999999999999,0.006749485577105385,10
2017-03-13,Deep,7.9809090909090905,0.04255630342309982,22
2017-04-18,Surface,8.206999999999999,0.04831608887776885,10
2017-04-18,Mid-Depth,8.247,0.030203016773531217,10
2017-04-18,Lower Photic,8.186,0.025473297566056975,10
2017-04-18,Deep,7.957348484848485,0.061210580860135644,22
2017-05-16,Surface,8.174,0.10679159351018407,10
2017-05-16,Mid-Depth,8.114,0.04993328882953042,10
2017-05-16,Lower Photic,7.939,0.059338951044917265,10
2017-05-16,Deep,7.767803030303028,0.032705946434538835,22
2017-06-13,Surface,9.528000000000002,0.05977736472389292,10
2017-06-13,Mid-Depth,9.452,0.04442221666388701,10
2017-06-13,Lower Photic,9.192,0.09531235200352803,10
2017-06-13,Deep,9.026818181818182,0.015317703308003916,22
2017-07-11,Surface,8.205000000000002,0.07245688373094729,10
2017-07-11,Mid-Depth,8.149999999999999,0.05416025603090656,10
2017-07-11,Lower Photic,7.948,0.09235198367598241,10
2017-07-11,Deep,7.730151515151514,0.02431010573776351,22
2017-08-08,Surface,9.098,0.02699794230842227,10
2017-08-08,Mid-Depth,9.050999999999998,0.04629614814791091,10
2017-08-08,Lower Photic,8.75,0.11690451944500133,10
2017-08-08,Deep,8.427121212121213,0.058592805728322,22
2017-09-12,Surface,10.341,0.049988887654046715,10
2017-09-12,Mid-Depth,10.358,0.043665394383501074,10
2017-09-12,Lower Photic,10.023,0.18324543347349412,10
2017-09-12,Deep,9.413030303030302,0.138195701626541,22
2017-10-12,Surface,9.143,0.033681514877517776,10
2017-10-12,Mid-Depth,9.157,0.030568684048294353,10
2017-10-12,Lower Photic,9.042,0.06321040701937886,10
2017-10-12,Deep,8.085833333333333,0.1501249479600242,22
2017-11-07,Surface,8.918,0.007888106377465986,10
2017-11-07,Mid-Depth,8.849,0.07549098548097549,10
2017-11-07,Lower Photic,8.600999999999999,0.05566766466171249,10
2017-11-07,Deep,7.8618181818181805,0.20893463009678342,22
2017-12-13,Surface,8.52,0.009428090415820434,10
2017-12-13,Mid-Depth,8.547,0.01636391694484505,10
2017-12-13,Lower Photic,8.495000000000001,0.06114645442614734,10
2017-12-13,Deep,8.367121212121212,0.021338676278980402,22
2018-01-11,Surface,9.370496045700428,0.02040241405396051,10
2018-01-11,Mid-Depth,9.318117706603932,0.0351862388116624,10
2018-01-11,Lower Photic,9.288681834139968,0.011448345940903914,10
