date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
2014-02-26,Surface,1.3037142857142858,0.6201898985021295,10
2014-02-26,Mid-Depth,3.678857142857143,0.7681581469824493,10
2014-02-26,Lower Photic,3.4392642838033063,0.9421646355885247,10
2014-02-26,Deep,1.8152355531567843,0.7573684560154615,28
2014-03-26,Surface,0.3085301866037791,0.057255357515196934,10
2014-03-26,Mid-Depth,0.7717142857142856,0.1920395367456123,10
2014-03-26,Lower Photic,0.8533608673541961,0.18768209326310017,10
2014-03-26,Deep,0.30319666784957355,0.15004553556295952,28
2014-04-22,Surface,0.35880000000000006,0.20574244957119459,10
2014-04-22,Mid-Depth,0.625,0.12131226923385229,10
2014-04-22,Lower Photic,0.8089999999999999,0.051088159097779196,10
2014-04-22,Deep,0.6981873215771938,0.32773514622981714,28
2014-06-24,Surface,0.6049999999999999,0.11128042655082399,10
2014-06-24,Mid-Depth,0.836,0.05316640543300502,10
2014-06-24,Lower Photic,0.607,0.06783149055645991,10
2014-06-24,Deep,0.3404656388346681,0.13542332758191228,28
2014-07-23,Surface,0.453,0.1277193102949676,10
2014-07-23,Mid-Depth,0.852,0.06844300142778986,10
2014-07-23,Lower Photic,0.78,0.13784048752090222,10
2014-07-23,Deep,0.31083348711805286,0.12168611297829063,28
2014-08-12,Surface,0.6460000000000001,0.18398067531371032,10
2014-08-12,Mid-Depth,0.9400000000000001,0.029439202887759468,10
2014-08-12,Lower Photic,0.9240000000000002,0.028751811537130408,10
2014-08-12,Deep,0.4560499611281821,0.22633773504891055,28
2014-09-08,Surface,1.201,0.6726968939359769,10
2014-09-08,Mid-Depth,1.8659999999999997,0.48797085523169875,10
2014-09-08,Lower Photic,0.907,0.30074167578763594,10
2014-09-08,Deep,0.5116167154702144,0.21927761367354812,28
2014-10-07,Surface,2.056,1.543283976492585,10
2014-10-07,Mid-Depth,3.1676,0.7135705524566812,10
2014-10-07,Lower Photic,1.3874,0.49273030712100063,10
2014-10-07,Deep,0.45631931262245445,0.31234434654116344,28
2014-11-11,Surface,1.207,0.6953983670450262,10
2014-11-11,Mid-Depth,1.932,0.2729590933943522,10
2014-11-11,Lower Photic,1.6949999999999998,0.06867799259345506,10
2014-11-11,Deep,0.7962310631757922,0.4952759784943014,28
2014-12-08,Surface,1.9440000000000002,0.6253567870512889,10
2014-12-08,Mid-Depth,3.4255000000000004,0.19695529667640035,10
2014-12-08,Lower Photic,3.316,0.07691264886581117,10
2014-12-08,Deep,1.8888705010580473,1.5580326839497831,28
2015-01-14,Surface,0.844,0.23773000558523433,10
2015-01-14,Mid-Depth,0.009999999999999998,1.828559098217032e-18,10
2015-01-14,Lower Photic,0.009999999999999998,1.828559098217032e-18,10
2015-01-14,Deep,0.01770421998659671,0.04076690026053653,28
2015-02-10,Surface,4.714499999999999,2.653760905666606,10
2015-02-10,Mid-Depth,5.97,1.0762899237658967,10
2015-02-10,Lower Photic,2.4205,0.774662829881491,10
2015-02-10,Deep,1.298581725289994,0.4177216762944998,28
2015-03-10,Surface,1.61,1.140253383146824,10
2015-03-10,Mid-Depth,5.769,1.9060573035573836,10
2015-03-10,Lower Photic,6.758,0.6346442573074567,10
2015-03-10,Deep,4.483390524086035,1.4976617611321899,28
2015-04-14,Surface,0.3370000000000001,0.07056124211554732,10
2015-04-14,Mid-Depth,0.6789999999999999,0.11512794814659232,10
2015-04-14,Lower Photic,0.837,0.014181364924121755,10
2015-04-14,Deep,0.5684364454578854,0.2386215656889834,28
2015-05-05,Surface,0.4630000000000001,0.10934654391733954,10
2015-05-05,Mid-Depth,0.784,0.09754770912510224,10
2015-05-05,Lower Photic,0.868,0.07699927849589816,10
2015-05-05,Deep,0.5748923398347757,0.3025915638304306,28
2015-06-09,Surface,0.586,0.11529671865813587,10
2015-06-09,Mid-Depth,0.724,0.020110804171997825,10
2015-06-09,Lower Photic,0.617,0.0912931785208755,10
2015-06-09,Deep,0.3156071428571428,0.08230806597696076,28
2015-07-14,Surface,0.6090000000000001,0.19553061709671513,10
2015-07-14,Mid-Depth,1.427,0.04498147766951784,10
2015-07-14,Lower Photic,1.379,0.05130518708885309,10
2015-07-14,Deep,0.7651293958131865,0.370709290254488,28
2015-08-10,Surface,0.931,0.41124337211815476,10
2015-08-10,Mid-Depth,1.625,0.26060826285186484,10
2015-08-10,Lower Photic,1.141,0.0703088424974649,10
2015-08-10,Deep,0.8183053605536635,0.4009427224196356,28
2015-09-09,Surface,2.5806666666666667,0.42078351373610023,10
2015-09-09,Mid-Depth,2.3063333333333333,0.5750565189613973,10
2015-09-09,Lower Photic,0.962,0.3729402692716951,10
2015-09-09,Deep,0.4946457538606375,0.14401031681223142,28
2015-10-06,Surface,0.959,0.45403010179208747,10
2015-10-06,Mid-Depth,1.198,0.22503333086456323,10
2015-10-06,Lower Photic,0.7630000000000001,0.08895067297228404,10
2015-10-06,Deep,0.39178229419156335,0.1406611255801171,28
2015-11-12,Surface,1.8685568551925886,0.5885719329865613,10
2015-11-12,Mid-Depth,2.444746768902095,0.15409447884023816,10
2015-11-12,Lower Photic,1.9219898196305913,0.1904531279941137,10
2015-11-12,Deep,1.0459714935839919,0.39836935391423406,28
2015-12-08,Surface,1.1010000000000002,0.38822816887896106,10
2015-12-08,Mid-Depth,2.13,0.14914571547464733,10
2015-12-08,Lower Photic,1.9620000000000004,0.12290918056299402,10
2015-12-08,Deep,1.0570014808660755,0.6713214742679173,28
2016-01-19,Surface,1.3729999999999998,0.5724615465009175,10
2016-01-19,Mid-Depth,1.798,0.14412957133542492,10
2016-01-19,Lower Photic,1.671,0.19427643535265243,10
2016-01-19,Deep,1.0090186449674432,0.5329197512127641,28
2016-02-16,Surface,3.530500000000001,1.8437980878851374,10
2016-02-16,Mid-Depth,5.529999999999999,0.31832897030168855,10
2016-02-16,Lower Photic,4.209999999999999,0.3275159029217767,10
2016-02-16,Deep,3.061009916891648,1.3695818635943828,28
