depth,2018-01-11,2018-02-07,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2018-11-14,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13
80.0,36.18804238654352,50.15465363870607,39.682843093410106,43.1055187952613,54.22171490315494,88.5,95.7,,99.47867488567614,96.83134047330871,55.83,74.0,221.6,27.066666666666663,3.145454545454546,29.6,39.756410256410255,137.45454545454544,21.823529411764703,134.74711111111114,88.73202395209582,176.6276397515528,35.23833666666667,152.64367469879517,92.97298780487804,229.8144237288136,102.69343352601156,109.99911764705882,80.5532,13.245927536231886,17.760025316455696,107.25673333333334,38.9143116883117,23.466150943396222,75.17966197183098,129.47608450704223,93.2142424242424,85.25491803278689,58.42320000000001,70.893649122807,121.80594520547946,133.6652,55.21247457627119,83.4617142857143,153.7907816091954,93.27629850746268,166.17618181818182,178.04111904761905,146.73030379746837,148.02511111111113,116.45164864864866,166.19318309859156,137.206,133.30070588235296,134.55040000000002,96.23388571428572,126.87866666666666,62.71416949152543,71.9225
100.0,63.52475131527403,60.23493688085657,44.467024509569406,40.82132486902432,53.86451782859898,86.2,97.6,90.50012691826588,87.98421843213455,91.61436153550196,42.01,69.33333333333333,223.6,49.06666666666666,4.781818181818183,12.06153846153846,52.192307692307686,49.27272727272727,61.82352941176471,189.3603274853801,112.3196886227545,215.3895031055901,42.393703333333335,145.1781325301205,106.73676829268292,243.3174745762712,107.29852023121389,121.45464705882354,81.23412307692307,21.58476811594203,194.44893333333331,166.27006666666668,65.85170270270271,75.38250793650793,55.85487323943662,144.43721126760565,86.50818181818182,101.94311475409836,68.75053333333334,15.978610169491526,93.91608219178082,96.0442,94.22128813559324,,194.998367816092,111.77301492537312,135.9989090909091,145.89992857142855,125.44068354430378,148.02511111111113,94.32164864864863,121.93318309859154,114.4778918918919,129.39541176470587,92.0608,120.26074285714286,110.01771428571428,64.9646779661017,80.3839705882353
150.0,59.61950718259824,56.78278508559956,46.443099442330855,40.54722159787588,52.792926604931104,8.85,64.2,87.19764805120842,86.58489329865992,,53.22,38.66666666666666,212.9333333333333,51.06666666666667,14.236363636363638,8.523076923076921,66.16666666666667,65.63636363636363,70.64705882352942,189.61915789473687,105.69394011976048,185.4246583850932,40.62330333333333,151.31054216867471,98.91030487804876,208.05950847457623,78.1329710982659,94.11758823529412,50.59258461538461,14.528826086956522,25.043316455696203,59.308400000000006,28.567818181818183,1.7536981132075469,10.657342105263156,8.373513513513513,7.671733333333333,8.778233333333333,7.644909090909091,,15.687711111111112,37.24649230769231,1.678827586206897,,15.05857471264368,7.713885714285714,5.331318181818182,9.8901975308642,4.174522727272728,10.249684210526317,21.22979661016949,33.71136666666666,1.539478260869566,7.995354838709678,31.90837209302326,13.403264150943397,207.67073015873012,20.193625,17.771060606060605
200.0,19.83483258096365,50.568911854136914,49.25120592572871,36.89251131589671,50.64974415759536,86.7,95.5,96.0042583633616,90.18315792759468,92.45280457907803,5.32,94.0,141.6,37.73333333333333,7.872727272727272,16.523076923076925,41.80769230769231,59.27272727272727,101.23529411764709,142.5120233918129,92.17741317365272,181.30105590062115,39.00043666666667,84.12066265060241,60.04786585365853,103.78594915254236,43.59482080924856,41.66341333333334,4.220139534883721,,4.313949367088607,54.8824,11.323662337662336,2.588792452830188,1.3394473684210526,1.794324324324325,4.721066666666667,5.0899,3.621272727272728,,8.311044444444445,31.8672,0.9157241379310344,,11.497425287356323,1.3910285714285715,6.840181818181819,3.879580246913581,10.71293181818182,6.755473684210526,11.102508474576272,30.760700000000003,,3.141032258064516,25.21790697674419,18.831377358490567,55.21961904761905,6.915625,1.6765151515151508
250.0,4.2138560502604925,53.05446114672197,49.97923353253555,46.02928702084464,57.97228418599252,95.0,106.0,95.8041081289945,75.89005120710384,99.62615061856232,52.52,102.0,251.6,55.06666666666667,8.781818181818183,21.6,21.93589743589744,50.18181818181817,134.76470588235296,150.01810526315788,62.75908982035929,99.3788198757764,28.30427000000001,8.273437908496732,3.789928143712576,6.8679310344827575,3.1811875,0.9442133333333332,1.1322325581395352,,1.512683544303797,35.600434782608694,5.57561038961039,3.42388679245283,4.25128947368421,2.990540540540541,2.5080666666666667,4.352233333333333,12.47327272727273,,6.343933333333333,11.371415384615386,1.678827586206897,,19.637195402298858,0.1264571428571431,4.828363636363637,4.426,4.677477272727272,3.843631578947369,11.477593220338983,25.59703333333333,,8.566451612903224,16.983488372093024,9.645339622641508,31.14294545454545,4.702624999999999,1.0059090909090895
255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,,,55.699450443160806,57.35888889498008,60.20476590196727,111.0,110.0,137.13513152580433,79.88812301703135,117.32661487183522,61.73,49.33333333333333,206.26666666666668,72.4,7.50909090909091,5.753846153846155,19.243589743589745,40.18181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0,3.6036616545299007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0,,55.54001043930703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
