date,depth_group,mean_dissolved_oxygen,std_dissolved_oxygen,measurement_count
2014-02-18,Surface,7.473131659259413,0.39091438813361173,10
2014-02-18,Mid-Depth,7.266,0.19939909728983243,10
2014-02-18,Lower Photic,6.8180000000000005,0.1359248158194653,10
2014-02-18,Deep,6.288976687944169,0.37788343846506883,4
2014-03-26,Surface,7.470954718465833,0.08338222444423125,10
2014-03-26,Mid-Depth,7.032499999999999,0.24735545723153596,10
2014-03-26,Lower Photic,5.9425,0.5796610599690517,10
2014-03-26,Deep,3.974260075214046,0.9187759075661673,4
2014-04-22,Surface,6.9879999999999995,0.07192588778272628,10
2014-04-22,Mid-Depth,6.725499999999999,0.07811849972957761,10
2014-04-22,Lower Photic,6.018,0.9362668185701956,10
2014-04-22,Deep,2.840244272534921,0.38944967066359765,4
2014-05-19,Surface,7.149499999999999,0.06413743923100709,10
2014-05-19,Mid-Depth,7.039,0.13601062050034496,10
2014-05-19,Lower Photic,6.697,0.08882567196480988,10
2014-05-19,Deep,3.812666666666667,1.3619416694965727,4
2014-06-24,Surface,7.419,0.16100034506519256,10
2014-06-24,Mid-Depth,7.303,0.20688429401747982,10
2014-06-24,Lower Photic,6.265,0.4503887209955417,10
2014-06-24,Deep,2.9080833333333334,1.4607716980088656,4
2014-07-22,Surface,6.9735,0.026462762096534503,10
2014-07-22,Mid-Depth,6.919,0.013703203194063046,10
2014-07-22,Lower Photic,6.4590000000000005,0.5405439647038691,10
2014-07-22,Deep,2.939125,0.9945590626838944,4
2014-08-12,Surface,7.288499999999999,0.03249358911128984,10
2014-08-12,Mid-Depth,7.108,0.20536146993370827,10
2014-08-12,Lower Photic,6.7,0.10488088481701528,10
2014-08-12,Deep,2.9682835185845553,1.6937811027725784,4
2014-09-08,Surface,8.089,0.04748099034818539,10
2014-09-08,Mid-Depth,7.799000000000001,0.18970444849232648,10
2014-09-08,Lower Photic,7.217499999999999,0.4159276780082487,10
2014-09-08,Deep,3.391082901951802,1.3638796510390994,4
2014-10-07,Surface,8.4765,0.036518640597797594,10
2014-10-07,Mid-Depth,8.118999999999998,0.24319402404938617,10
2014-10-07,Lower Photic,7.344999999999999,0.221120881972835,10
2014-10-07,Deep,3.0457705773843715,2.028862068319648,4
2014-11-11,Surface,7.858,0.019888578520234994,10
2014-11-11,Mid-Depth,7.644,0.1760176758800725,10
2014-11-11,Lower Photic,7.1515,0.06749691350968078,10
2014-11-11,Deep,3.949189340091038,2.514124008121267,4
2014-12-08,Surface,6.933,0.0283039062871383,10
2014-12-08,Mid-Depth,6.93,0.008164965809277449,10
2014-12-08,Lower Photic,6.960500000000001,0.014230249470757675,10
2014-12-08,Deep,6.949666666666667,0.017770137247016062,4
2015-01-13,Surface,7.271785722333432,0.03244673618477538,10
2015-01-13,Mid-Depth,6.941133497187107,0.15624390246578607,10
2015-01-13,Lower Photic,5.992918198955426,0.4880951888226559,10
2015-01-13,Deep,3.6380414059556907,0.597320392189433,4
2015-02-10,Surface,6.416999999999999,0.4793062115646369,10
2015-02-10,Mid-Depth,4.6205,0.3345183104106562,10
2015-02-10,Lower Photic,4.786,0.4268801549225105,10
2015-02-10,Deep,5.844333333333334,0.10921707911480903,4
2015-03-10,Surface,7.136500000000001,0.03266411554664313,10
2015-03-10,Mid-Depth,6.8694999999999995,0.19782778706069906,10
2015-03-10,Lower Photic,6.273000000000001,0.06447221623821123,10
2015-03-10,Deep,6.664333333333333,0.1075718536779193,4
2015-04-14,Surface,7.635,0.038369548110737645,10
2015-04-14,Mid-Depth,7.189,0.32102094081920013,10
2015-04-14,Lower Photic,6.541083333333335,0.21153905820946678,10
2015-04-14,Deep,3.8730833333333337,1.0815969460495458,4
2015-06-09,Surface,7.3735,0.012920698295542774,10
2015-06-09,Mid-Depth,7.391999999999999,0.019321835661585886,10
2015-06-09,Lower Photic,6.138999999999999,0.8735044361650374,10
2015-06-09,Deep,3.4805,0.544728984603047,4
2015-07-14,Surface,7.168000000000001,0.019321835661586018,10
2015-07-14,Mid-Depth,7.208999999999999,0.011972189997378393,10
2015-07-14,Lower Photic,7.083,0.11065963833103527,10
2015-07-14,Deep,3.2921666666666667,1.285206439679086,4
2015-08-10,Surface,7.478999999999999,0.029981475762358416,10
2015-08-10,Mid-Depth,7.390000000000001,0.033993463423951875,10
2015-08-10,Lower Photic,6.7415,0.4964493994082777,10
2015-08-10,Deep,3.2523333333333335,1.5003224097950854,4
2015-09-09,Surface,7.817,0.0713442359269478,10
2015-09-09,Mid-Depth,7.741,0.1344494948546355,10
2015-09-09,Lower Photic,6.681,0.6926831887666974,10
2015-09-09,Deep,2.597583333333333,1.29059278298055,4
2015-10-06,Surface,7.973000000000001,0.05888784066153039,10
2015-10-06,Mid-Depth,7.6095,0.26083679443923036,10
2015-10-06,Lower Photic,5.995,0.8569616872027205,10
2015-10-06,Deep,2.1877500000000003,1.2298728442253544,4
2015-11-11,Surface,7.259,0.05466056876558984,10
2015-11-11,Mid-Depth,6.906000000000001,0.23768326262766878,10
