date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
2014-02-26,Surface,1.4599285714285717,0.7097677472962834,10
2014-02-26,Mid-Depth,3.8042142857142855,0.7097677472962833,10
2014-02-26,Lower Photic,3.478502729695483,0.9314703228979186,10
2014-02-26,Deep,0.9637416538268614,0.6973161116771535,10
2014-03-26,Surface,0.30853513579694203,0.05728231397138374,10
2014-03-26,Mid-Depth,0.7717142857142856,0.1920395367456123,10
2014-03-26,Lower Photic,0.8648096321549866,0.18173137556777294,10
2014-03-26,Deep,0.20033590000010157,0.1333581919529599,10
2014-04-22,Surface,0.35380000000000006,0.20685464569219725,10
2014-04-22,Mid-Depth,0.6275000000000001,0.1220029598912347,10
2014-04-22,Lower Photic,0.8089999999999999,0.051088159097779196,10
2014-04-22,Deep,0.36785380722356636,0.3357724175601807,10
2014-06-24,Surface,0.606,0.11097547276563212,10
2014-06-24,Mid-Depth,0.8355,0.052622872086828046,10
2014-06-24,Lower Photic,0.6065,0.06815219895368178,10
2014-06-24,Deep,0.25014083165792134,0.12048242765256063,10
2014-07-23,Surface,0.453,0.1277193102949676,10
2014-07-23,Mid-Depth,0.851,0.06903300337922112,10
2014-07-23,Lower Photic,0.7825,0.1343968005571561,10
2014-07-23,Deep,0.22367607724810407,0.11599899488313342,10
2014-08-12,Surface,0.6460000000000001,0.18398067531371032,10
2014-08-12,Mid-Depth,0.943,0.025407785333545978,10
2014-08-12,Lower Photic,0.9240000000000002,0.028751811537130408,10
2014-08-12,Deep,0.2923752735499549,0.19792097384578178,10
2014-09-08,Surface,1.201,0.6726968939359769,10
2014-09-08,Mid-Depth,1.8659999999999997,0.48797085523169875,10
2014-09-08,Lower Photic,0.906,0.30166942908495786,10
2014-09-08,Deep,0.32890036528613537,0.20456863729019847,10
2014-10-07,Surface,2.056,1.543283976492585,10
2014-10-07,Mid-Depth,3.1676,0.7135705524566812,10
2014-10-07,Lower Photic,1.3874,0.49273030712100063,10
2014-10-07,Deep,0.3094896320215573,0.24797138549770956,10
2014-11-11,Surface,1.207,0.6953983670450262,10
2014-11-11,Mid-Depth,1.932,0.2729590933943522,10
2014-11-11,Lower Photic,1.6949999999999998,0.06867799259345506,10
2014-11-11,Deep,0.44599817336471226,0.42379140563732537,10
2014-12-08,Surface,1.9819999999999998,0.6541967084396966,10
2014-12-08,Mid-Depth,3.4255000000000004,0.19695529667640035,10
2014-12-08,Lower Photic,3.3195,0.07327459769024106,10
2014-12-08,Deep,0.8716855435743778,1.2866907964578056,10
2015-01-14,Surface,0.8207705339880459,0.2804226310342441,10
2015-01-14,Mid-Depth,0.009999999999999998,1.828559098217032e-18,10
2015-01-14,Lower Photic,0.009999999999999998,1.828559098217032e-18,10
2015-01-14,Deep,0.03176292413026166,0.0688204087970658,10
2015-02-10,Surface,4.7299999999999995,2.70549954311173,10
2015-02-10,Mid-Depth,5.97,1.0762899237658967,10
2015-02-10,Lower Photic,2.4205,0.774662829881491,10
2015-02-10,Deep,1.0365719255056944,0.3926305192463999,10
2015-03-10,Surface,1.61,1.140253383146824,10
2015-03-10,Mid-Depth,5.7485,1.9355907079981782,10
2015-03-10,Lower Photic,6.758,0.6346442573074567,10
2015-03-10,Deep,3.188892633895871,1.9380304891393945,10
2015-04-14,Surface,0.3370000000000001,0.07056124211554732,10
2015-04-14,Mid-Depth,0.6789999999999999,0.11512794814659232,10
2015-04-14,Lower Photic,0.837,0.014181364924121755,10
2015-04-14,Deep,0.34371560121214195,0.23746015059153577,10
2015-05-05,Surface,0.4630000000000001,0.10934654391733954,10
2015-05-05,Mid-Depth,0.7849999999999999,0.09548123724935002,10
2015-05-05,Lower Photic,0.868,0.07699927849589816,10
2015-05-05,Deep,0.32086833046781094,0.2822613374302262,10
2015-06-09,Surface,0.587,0.11489608831945113,10
2015-06-09,Mid-Depth,0.7234999999999999,0.02082333093218066,10
2015-06-09,Lower Photic,0.617,0.0912931785208755,10
2015-06-09,Deep,0.24793333333333334,0.08374635426006227,10
2015-07-14,Surface,0.6090000000000001,0.19553061709671513,10
2015-07-14,Mid-Depth,1.4244999999999999,0.04361765697512875,10
2015-07-14,Lower Photic,1.379,0.05130518708885309,10
2015-07-14,Deep,0.44541345197400517,0.36010807749982465,10
2015-08-10,Surface,0.931,0.41124337211815476,10
2015-08-10,Mid-Depth,1.625,0.26060826285186484,10
2015-08-10,Lower Photic,1.1435,0.06708410972635598,10
2015-08-10,Deep,0.4773345428720698,0.3329797852806046,10
2015-09-09,Surface,2.52447487159652,0.5243077706796089,10
2015-09-09,Mid-Depth,2.3063333333333333,0.5750565189613973,10
2015-09-09,Lower Photic,0.962,0.3729402692716951,10
2015-09-09,Deep,0.36128629657469397,0.15804376741467974,10
2015-10-06,Surface,0.9325000000000001,0.4532674584490804,10
2015-10-06,Mid-Depth,1.198,0.22503333086456323,10
2015-10-06,Lower Photic,0.7595000000000001,0.08603060753068506,10
2015-10-06,Deep,0.2901733633599316,0.12849793823921746,10
2015-12-08,Surface,1.1,0.39225133665943207,10
2015-12-08,Mid-Depth,2.13,0.14914571547464733,10
2015-12-08,Lower Photic,1.9620000000000004,0.12290918056299402,10
2015-12-08,Deep,0.5599560739117744,0.5521516157418239,10
2016-01-19,Surface,1.3729999999999998,0.5724615465009175,10
2016-01-19,Mid-Depth,1.798,0.14412957133542492,10
2016-01-19,Lower Photic,1.671,0.19427643535265243,10
2016-01-19,Deep,0.5365137729798084,0.5008319297606941,10
2016-02-16,Surface,3.530500000000001,1.8437980878851374,10
2016-02-16,Mid-Depth,5.529999999999999,0.31832897030168855,10
2016-02-16,Lower Photic,4.209999999999999,0.3275159029217767,10
2016-02-16,Deep,1.7188329546948853,1.5126330695983505,10
