date,depth_group,mean_temp,std_temp,measurement_count
2014-02-26,Surface,21.82,0.45166359162544867,10
2014-02-26,Mid-Depth,20.8,0.12472191289246491,10
2014-02-26,Lower Photic,20.689999999999998,0.03162277660168312,10
2014-02-26,Deep,20.654741818796886,0.1182886210569962,28
2014-03-26,Surface,23.16,0.09660917830792934,10
2014-03-26,Mid-Depth,22.429999999999996,0.24060109910158103,10
2014-03-26,Lower Photic,21.81,0.19119507199599972,10
2014-03-26,Deep,20.948728602559736,0.2877371645582478,28
2014-04-22,Surface,22.820819755123388,0.28743294009763576,10
2014-04-22,Mid-Depth,22.116999999999997,0.07689097620801917,10
2014-04-22,Lower Photic,21.929,0.10577229210798926,10
2014-04-22,Deep,20.754674013902616,0.42128734624204917,28
2014-06-24,Surface,24.111999999999995,0.30180199542820235,10
2014-06-24,Mid-Depth,23.344999999999995,0.21996211795064483,10
2014-06-24,Lower Photic,22.773,0.275763586348081,10
2014-06-24,Deep,20.94130878536389,0.49745316010465546,28
2014-07-23,Surface,23.404,0.2646675062958971,10
2014-07-23,Mid-Depth,23.028,0.028596814119369453,10
2014-07-23,Lower Photic,22.741000000000003,0.24551306821973157,10
2014-07-23,Deep,20.92910966421949,0.5096798405053549,28
2014-08-12,Surface,23.902000000000005,0.19065967353142924,10
2014-08-12,Mid-Depth,23.266,0.2867519253059456,10
2014-08-12,Lower Photic,22.73,0.045704364002673255,10
2014-08-12,Deep,20.96016837074225,0.6031390911629548,28
2014-09-08,Surface,23.926,0.5702669939988151,10
2014-09-08,Mid-Depth,23.276999999999997,0.09944847912361414,10
2014-09-08,Lower Photic,22.743000000000002,0.26042913303494497,10
2014-09-08,Deep,21.231102632094167,0.6846012225657682,28
2014-10-07,Surface,24.179000000000002,0.5093667092031481,10
2014-10-07,Mid-Depth,23.27,0.10811516493484544,10
2014-10-07,Lower Photic,22.985999999999997,0.1072069649478677,10
2014-10-07,Deep,21.22412062092228,0.7540572302322437,28
2014-11-11,Surface,22.958000000000002,0.6030809785316287,10
2014-11-11,Mid-Depth,22.273000000000003,0.02668749186833127,10
2014-11-11,Lower Photic,22.222,0.006324555320336998,10
2014-11-11,Deep,21.401960662327422,0.7180985127781575,28
2014-12-08,Surface,21.148000000000003,0.019321835661586077,10
2014-12-08,Mid-Depth,21.095,0.007071067811865743,10
2014-12-08,Lower Photic,21.086999999999996,0.004830458915397235,10
2014-12-08,Deep,20.775458590872216,0.2840850112254064,28
2015-01-14,Surface,20.468,0.05865151319446078,10
2015-01-14,Mid-Depth,20.389999999999997,3.744889033148481e-15,10
2015-01-14,Lower Photic,20.389999999999997,3.744889033148481e-15,10
2015-01-14,Deep,20.390099098755165,0.0003788293638663659,28
2015-02-10,Surface,20.578000000000003,1.1802146697388007,10
2015-02-10,Mid-Depth,20.500999999999998,0.04653553003411035,10
2015-02-10,Lower Photic,20.4,0.009428090415820852,10
2015-02-10,Deep,20.346254941872242,0.025141127227838535,28
2015-03-10,Surface,21.092,0.3871491242976598,10
2015-03-10,Mid-Depth,20.555,0.1577797339471849,10
2015-03-10,Lower Photic,20.353,0.004830458915395519,10
2015-03-10,Deep,20.34041464057534,0.018013134667298956,28
2015-04-14,Surface,22.788,0.55258584049097,10
2015-04-14,Mid-Depth,22.023000000000003,0.21576993920995238,10
2015-04-14,Lower Photic,21.469,0.14858218825507544,10
2015-04-14,Deep,20.687730124514,0.33523723305583536,28
2015-05-05,Surface,23.740999999999996,0.21047301225784007,10
2015-05-05,Mid-Depth,22.761000000000003,0.5979492732108082,10
2015-05-05,Lower Photic,21.568,0.3086097859757533,10
2015-05-05,Deep,20.5871921486204,0.2506700609495489,28
2015-06-09,Surface,24.009999999999998,0.024494897427832066,10
2015-06-09,Mid-Depth,23.934,0.1016748630575814,10
2015-06-09,Lower Photic,21.673000000000002,0.5577544262486848,10
2015-06-09,Deep,20.553916666666673,0.20619599180642928,28
2015-07-14,Surface,23.291000000000004,0.33854098717880465,10
2015-07-14,Mid-Depth,22.752,0.04467164151400232,10
2015-07-14,Lower Photic,22.503000000000004,0.23490187076498353,10
2015-07-14,Deep,20.688275087764485,0.35045788490080065,28
2015-08-10,Surface,24.421999999999997,0.4122243186529494,10
2015-08-10,Mid-Depth,23.609,0.23853487981611607,10
2015-08-10,Lower Photic,22.789,0.5344872932696029,10
2015-08-10,Deep,20.819477764658853,0.40834518813891635,28
2015-09-09,Surface,24.099,0.15968371516497457,10
2015-09-09,Mid-Depth,23.721,0.121605007206849,10
2015-09-09,Lower Photic,23.198,0.35714298412696177,10
2015-09-09,Deep,20.977994204971093,0.5371700995073753,28
2015-10-06,Surface,24.535999999999998,0.3487182880842993,10
2015-10-06,Mid-Depth,23.736,0.19368932741778905,10
2015-10-06,Lower Photic,23.104999999999997,0.3403674485023499,10
2015-10-06,Deep,21.01324290557008,0.6184017751054238,28
2015-11-12,Surface,23.48,0.09189365834726944,10
2015-11-12,Mid-Depth,23.4,3.744889033148481e-15,10
2015-11-12,Lower Photic,23.21,0.17919573407620784,10
2015-11-12,Deep,21.742576420763356,0.5840388124387275,28
2015-12-08,Surface,22.055,0.03135814620371066,10
2015-12-08,Mid-Depth,21.993000000000002,0.006749485577106585,10
2015-12-08,Lower Photic,21.966,0.011737877907772826,10
2015-12-08,Deep,21.223290942791916,0.6916213915244355,28
2016-01-19,Surface,21.597,0.031640339933558026,10
2016-01-19,Mid-Depth,21.505000000000003,0.01649915822768701,10
2016-01-19,Lower Photic,21.476,0.005163977794944029,10
2016-01-19,Deep,21.13638095819075,0.4486618525963028,28
2016-02-16,Surface,21.178,0.24760183090330062,10
2016-02-16,Mid-Depth,20.887999999999998,0.050288059108390175,10
2016-02-16,Lower Photic,20.820999999999998,0.00316227766016775,10
2016-02-16,Deep,20.718415872887757,0.1707401973410038,28
2016-03-08,Surface,21.840000000000003,0.22934689882359469,10
2016-03-08,Mid-Depth,20.972,0.10411532067856287,10
2016-03-08,Lower Photic,20.796,0.057965506984758164,10
2016-03-08,Deep,20.655870576258604,0.10902142700702461,28
2016-04-13,Surface,23.517000000000003,0.4614000433463352,10
2016-04-13,Mid-Depth,22.404000000000003,0.32602658378318405,10
2016-04-13,Lower Photic,21.546,0.24432219165137947,10
2016-04-13,Deep,20.726845935199602,0.16490166856397534,28
2016-05-17,Surface,24.137,0.15570984411897557,10
2016-05-17,Mid-Depth,23.618000000000002,0.33312660256024845,10
2016-05-17,Lower Photic,21.648999999999994,0.5161061475661337,10
2016-05-17,Deep,20.681335120062247,0.1611938672125489,28
2016-06-14,Surface,24.543,0.4535795899778165,10
2016-06-14,Mid-Depth,24.1,0.0612825877028341,10
2016-06-14,Lower Photic,22.617,0.8397493012136948,10
2016-06-14,Deep,20.796746737412327,0.24681852190660505,28
2016-07-12,Surface,23.696999999999996,0.05355163655555075,10
2016-07-12,Mid-Depth,23.558,0.06494442068243973,10
2016-07-12,Lower Photic,22.458,0.7153833471177067,10
2016-07-12,Deep,20.7527289552278,0.2037980208647768,28
2016-08-10,Surface,24.259999999999998,0.32533743166817464,10
2016-08-10,Mid-Depth,23.752000000000002,0.11183320914051775,10
2016-08-10,Lower Photic,23.106,0.1354990774876352,10
2016-08-10,Deep,20.905914569676128,0.5119486731651016,28
2016-09-07,Surface,24.039000000000005,0.1190191394505758,10
2016-09-07,Mid-Depth,23.662999999999997,0.07364328437361572,10
2016-09-07,Lower Photic,23.308,0.4423623451927669,10
2016-09-07,Deep,20.778692167794766,0.2436257797816901,28
2016-10-12,Surface,23.433,0.05716448003592587,10
2016-10-12,Mid-Depth,23.354,0.006992058987800409,10
2016-10-12,Lower Photic,23.077,0.2845288503239457,10
2016-10-12,Deep,20.95828571428571,0.591947436176361,28
2016-11-09,Surface,23.112000000000002,0.3465961466734575,10
2016-11-09,Mid-Depth,22.745,0.049497474683058526,10
2016-11-09,Lower Photic,22.651,0.007378647873726196,10
2016-11-09,Deep,21.294440244928698,0.7866951191055692,28
2016-12-05,Surface,22.232000000000003,0.08148619514985361,10
2016-12-05,Mid-Depth,21.744999999999997,0.11057928276932193,10
2016-12-05,Lower Photic,21.619,0.012866839377078346,10
2016-12-05,Deep,21.18387846102356,0.4742869446326625,28
2017-02-08,Surface,21.029,0.08659612513784232,10
2017-02-08,Mid-Depth,20.645999999999997,0.14615060725156126,10
2017-02-08,Lower Photic,20.418,0.02097617696340356,10
2017-02-08,Deep,20.388693199160365,0.004217119034657182,28
2017-03-14,Surface,21.227,0.3215258759243007,10
2017-03-14,Mid-Depth,20.559,0.0806156863698927,10
2017-03-14,Lower Photic,20.469,0.009944289260117619,10
2017-03-14,Deep,20.403326412896615,0.027078077782809764,28
2017-04-19,Surface,21.935,0.19068589646618067,10
2017-04-19,Mid-Depth,21.447000000000003,0.06799509786251759,10
2017-04-19,Lower Photic,21.22,0.09079892314584112,10
2017-04-19,Deep,20.599374218317617,0.2184438557382007,28
2017-05-16,Surface,23.590000000000003,0.3530502010259226,10
2017-05-16,Mid-Depth,22.798999999999996,0.14043187355836012,10
2017-05-16,Lower Photic,21.892,0.4257490131782131,10
2017-05-16,Deep,20.644413416383568,0.23653171718104682,28
2017-06-13,Surface,24.095,0.35233349101226313,10
2017-06-13,Mid-Depth,23.405,0.20413775305470067,10
2017-06-13,Lower Photic,21.989000000000004,0.5140136184966311,10
2017-06-13,Deep,20.647417012463176,0.26171690153328614,28
2017-07-11,Surface,23.961,0.397951700028478,10
2017-07-11,Mid-Depth,22.953,0.10853058964590985,10
2017-07-11,Lower Photic,21.810000000000002,0.6497520894754998,10
2017-07-11,Deep,20.621789970778,0.1723413798666078,28
2017-08-08,Surface,23.703,0.16990520232699718,10
2017-08-08,Mid-Depth,23.366999999999997,0.08028421735033353,10
2017-08-08,Lower Photic,22.6,0.6428409169028095,10
2017-08-08,Deep,20.698672586231275,0.24521416432565596,28
2017-09-12,Surface,24.228,0.1573954679567789,10
2017-09-12,Mid-Depth,23.613,0.12481541927538,10
2017-09-12,Lower Photic,22.769000000000002,0.44613027494468743,10
2017-09-12,Deep,20.843421197438893,0.44980427962812125,28
2017-10-12,Surface,23.679,0.29369106973901027,10
2017-10-12,Mid-Depth,23.303,0.06498717822257916,10
2017-10-12,Lower Photic,23.055,0.1861451046898629,10
2017-10-12,Deep,20.91563908949147,0.535721451540603,28
2017-11-07,Surface,23.357,0.2742282099112183,10
2017-11-07,Mid-Depth,22.791,0.08265725752904174,10
2017-11-07,Lower Photic,22.687,0.022632326929024463,10
2017-11-07,Deep,21.022885102666827,0.6191984761864954,28
2017-12-13,Surface,22.856545301011575,0.18661220862791736,10
2017-12-13,Mid-Depth,22.40151184741037,0.11845960198966334,10
2017-12-13,Lower Photic,21.845803553934758,0.23864753464022712,10
2017-12-13,Deep,20.812331300128182,0.2754696646519889,28
2018-01-11,Surface,20.711728466416112,0.088625671785339,10
2018-01-11,Mid-Depth,20.52941226112913,0.013342666234182057,10
2018-01-11,Lower Photic,20.49064673247582,0.008084801112435737,10
2018-01-11,Deep,20.4578569548137,0.029785216832773232,28
2018-02-07,Surface,20.38326224079072,0.10617378043770638,10
2018-02-07,Mid-Depth,20.271800210341247,0.010056782696883803,10
2018-02-07,Lower Photic,20.26118102471612,0.0012041273220090509,10
2018-02-07,Deep,20.2744035029273,0.04270430377205076,28
2018-02-28,Surface,20.61521865152646,0.21468948018727954,10
2018-02-28,Mid-Depth,20.31940467713211,0.027457045917415948,10
2018-02-28,Lower Photic,20.26470012397845,0.013325271442628807,10
2018-02-28,Deep,20.259879846587864,0.040030570024520346,28
2018-03-13,Surface,20.80626475191963,0.4240144829662305,10
2018-03-13,Mid-Depth,20.393848490652623,0.03707201506907285,10
2018-03-13,Lower Photic,20.33599933454878,0.006695224867531904,10
2018-03-13,Deep,20.27746029120098,0.03951022000991557,28
2018-04-10,Surface,21.88246262141918,0.09306041528975822,10
2018-04-10,Mid-Depth,21.532780269068788,0.11470295496825164,10
2018-04-10,Lower Photic,20.99445776402309,0.2383876778861405,10
2018-04-10,Deep,20.33686763717663,0.09119220935710662,28
2018-05-15,Surface,23.146822811498048,0.25269243165671484,10
2018-05-15,Mid-Depth,22.20411440706433,0.29726741433093373,10
2018-05-15,Lower Photic,21.395623554722754,0.17554416246801188,10
2018-05-15,Deep,20.518138498145667,0.22285816779717055,28
2018-06-12,Surface,23.62795667006916,0.08070272637286767,10
2018-06-12,Mid-Depth,22.8438612548663,0.5906897810231941,10
2018-06-12,Lower Photic,21.203275372066237,0.26966415274786537,10
2018-06-12,Deep,20.434798307361806,0.15825344254236284,28
2018-07-17,Surface,22.2706696823305,0.015384727674560762,10
2018-07-17,Mid-Depth,22.229187674212938,0.013553479182473863,10
2018-07-17,Lower Photic,21.714162289266547,0.5159348786093274,10
2018-07-17,Deep,20.44098931849626,0.1503813516381899,28
2018-08-14,Surface,23.37909296237438,0.2044990131116484,10
2018-08-14,Mid-Depth,22.980651997906797,0.11605057574125978,10
2018-08-14,Lower Photic,22.34167426723897,0.29116983967771404,10
2018-08-14,Deep,20.729418768714698,0.47021079637455016,28
2018-09-11,Surface,23.93497566140811,0.11896214351181862,10
2018-09-11,Mid-Depth,23.58357554479121,0.15022325093866581,10
2018-09-11,Lower Photic,22.452194556408198,0.5175942441962259,10
2018-09-11,Deep,20.737803510348588,0.4454368272153613,28
2018-12-12,Surface,21.586443712224508,2.8847071889508355e-06,10
2018-12-12,Mid-Depth,21.58402923405941,0.0020971029190543443,10
2018-12-12,Lower Photic,21.578203918923357,0.0037149952099551054,10
2018-12-12,Deep,21.065482722163555,0.5071998521264383,28
2019-02-12,Surface,20.71869925697323,0.028763093539454734,10
2019-02-12,Mid-Depth,20.579331532539435,0.0315179833187721,10
2019-02-12,Lower Photic,20.54902347742882,0.003158771716018355,10
2019-02-12,Deep,20.500762029333902,0.062047071771781453,28
2019-03-12,Surface,21.08422184169362,0.17710067900114468,10
2019-03-12,Mid-Depth,20.82476866584151,0.02634736393855511,10
2019-03-12,Lower Photic,20.687076557846872,0.05152381545680113,10
2019-03-12,Deep,20.53958251974206,0.07328760924808028,28
2019-04-09,Surface,21.963005361368875,0.4187999495595252,10
2019-04-09,Mid-Depth,21.272525546582262,0.061712486871803834,10
2019-04-09,Lower Photic,21.0738058604502,0.10336965502198495,10
2019-04-09,Deep,20.61510046622468,0.1544162958827152,28
2019-05-14,Surface,23.97121015014809,0.1595208679724356,10
2019-05-14,Mid-Depth,22.536475405962854,0.5496828938465564,10
2019-05-14,Lower Photic,21.229585437927206,0.27227261928149443,10
2019-05-14,Deep,20.664888635643013,0.2122357063542017,28
2019-06-12,Surface,24.133487126291598,0.13381974382060752,10
2019-06-12,Mid-Depth,23.403313479058816,0.3050293630891385,10
2019-06-12,Lower Photic,21.6800854413152,0.5169985257757024,10
2019-06-12,Deep,20.72234373198072,0.2118782763195921,28
2019-07-12,Surface,23.594042827566337,0.025654727688030586,10
2019-07-12,Mid-Depth,23.49745459563775,0.056760446236494504,10
2019-07-12,Lower Photic,22.023235262389687,0.8954665320895727,10
2019-07-12,Deep,20.713771350657332,0.23771361168259084,28
2019-08-13,Surface,23.78624623678585,0.07898923888518114,10
2019-08-13,Mid-Depth,23.47751743106405,0.12549228195051276,10
2019-08-13,Lower Photic,23.06374173329913,0.2724052056389945,10
2019-08-13,Deep,20.859912739691236,0.4948786385959746,28
2019-09-10,Surface,24.18208742045478,0.1564636223209831,10
2019-09-10,Mid-Depth,23.689695348270895,0.23980560312614305,10
2019-09-10,Lower Photic,22.53917355470445,0.5939443073358005,10
2019-09-10,Deep,20.80504692233455,0.3065138854801471,28
2020-01-23,Surface,20.954082754942075,0.055815012536761056,10
2020-01-23,Mid-Depth,20.849833124084537,0.01939302205004193,10
2020-01-23,Lower Photic,20.81433896576933,0.005043351365324588,10
2020-01-23,Deep,20.72848560219413,0.14025651428065958,28
2020-02-11,Surface,21.44657093382677,0.28891223036713265,10
2020-02-11,Mid-Depth,21.041045762988333,0.02826397516286831,10
2020-02-11,Lower Photic,20.944620923199572,0.03691844685701107,10
2020-02-11,Deep,20.748335414942666,0.19251423831955844,28
2020-03-10,Surface,20.93998543503281,0.009547621697993513,10
2020-03-10,Mid-Depth,20.87852478096162,0.02121441126615484,10
2020-03-10,Lower Photic,20.822253224908913,0.008685629850488458,10
2020-03-10,Deep,20.728732436714036,0.15129609604954394,28
2020-08-11,Surface,23.90387282843872,0.006271280107464975,10
2020-08-11,Mid-Depth,23.756798392878483,0.14451503542435432,10
2020-08-11,Lower Photic,22.56977655943377,0.8906313992048007,10
2020-08-11,Deep,20.886945593895625,0.23656371995309286,28
2020-09-08,Surface,23.87986420667449,0.07180409354593567,10
2020-09-08,Mid-Depth,23.62217056580693,0.07351112758306894,10
2020-09-08,Lower Photic,22.834206507983037,0.6108402930290583,10
2020-09-08,Deep,20.89976544667231,0.2628996570696674,28
2020-10-13,Surface,23.83322046177468,0.0559817713997574,10
2020-10-13,Mid-Depth,23.62650320159469,0.026380229219938742,10
