date,depth_group,mean_temp,std_temp,measurement_count
2014-02-18,Surface,20.816331114433734,0.05762234632370146,10
2014-02-18,Mid-Depth,20.603,0.09189970378382974,10
2014-02-18,Lower Photic,20.479999999999997,0.008164965809277086,10
2014-02-18,Deep,20.441551738464373,0.021829686145224073,22
2014-03-26,Surface,22.4,0.17638342073764007,10
2014-03-26,Mid-Depth,21.97,0.18287822299126993,10
2014-03-26,Lower Photic,21.520000000000003,0.13984117975602053,10
2014-03-26,Deep,21.010638087109356,0.1519766177576823,22
2014-04-22,Surface,22.303,0.11025727489225663,10
2014-04-22,Mid-Depth,22.048,0.054731668671396345,10
2014-04-22,Lower Photic,21.842000000000002,0.17332051234634585,10
2014-04-22,Deep,20.668550984770494,0.24333946207542292,22
2014-05-19,Surface,22.9155,0.15004536351087677,10
2014-05-19,Mid-Depth,22.598999999999997,0.04794672969962509,10
2014-05-19,Lower Photic,22.400000000000002,0.12229290885229462,10
2014-05-19,Deep,20.99924242424242,0.4825592397969599,22
2014-06-24,Surface,23.541,0.06773313648265337,10
2014-06-24,Mid-Depth,23.133,0.1624157901464292,10
2014-06-24,Lower Photic,22.654000000000003,0.16480291259562185,10
2014-06-24,Deep,21.053484848484846,0.49839687684559886,22
2014-07-22,Surface,23.356,0.020110804171998127,10
2014-07-22,Mid-Depth,23.296,0.01074967699773095,10
2014-07-22,Lower Photic,22.997,0.28008133739247176,10
2014-07-22,Deep,21.07992424242424,0.47027586108781466,22
2014-08-12,Surface,23.23,0.04294699575575107,10
2014-08-12,Mid-Depth,22.876,0.06818276093624343,10
2014-08-12,Lower Photic,22.721999999999998,0.06828046735503712,10
2014-08-12,Deep,21.24153783549198,0.6505748351478247,22
2014-09-08,Surface,23.407999999999998,0.08740709353364852,10
2014-09-08,Mid-Depth,23.258,0.03119829055145983,10
2014-09-08,Lower Photic,22.980999999999998,0.15623699945915506,10
2014-09-08,Deep,21.297424242424242,0.6184439697522678,22
2014-10-07,Surface,23.491999999999997,0.017511900715418836,10
2014-10-07,Mid-Depth,23.29,0.0915302014516396,10
2014-10-07,Lower Photic,23.025,0.0600462784488387,10
2014-10-07,Deep,21.421086751556018,0.8009246643235561,22
2014-11-11,Surface,22.344,0.043767060165786326,10
2014-11-11,Mid-Depth,22.249,0.024698178070456628,10
2014-11-11,Lower Photic,22.201,0.012866839377079326,10
2014-11-11,Deep,21.467100365661487,0.5796197229754653,22
2014-12-08,Surface,21.139,0.003162277660168874,10
2014-12-08,Mid-Depth,21.133,0.004830458915397235,10
2014-12-08,Lower Photic,21.131,0.003162277660168873,10
2014-12-08,Deep,21.124621212121212,0.013915198745714877,22
2015-01-13,Surface,20.436,0.011737877907772018,10
2015-01-13,Mid-Depth,20.357,0.041912607490666845,10
2015-01-13,Lower Photic,20.237000000000002,0.031640339933557776,10
2015-01-13,Deep,20.19439393939394,0.008125104061937404,22
2015-02-10,Surface,20.545,0.13970206393130566,10
2015-02-10,Mid-Depth,20.323,0.009486832980505039,10
2015-02-10,Lower Photic,20.224999999999998,0.0397911212877112,10
2015-02-10,Deep,20.176893939393945,0.009817049397576815,22
2015-03-10,Surface,20.569,0.03071373199943829,10
2015-03-10,Mid-Depth,20.451,0.042544094772365336,10
2015-03-10,Lower Photic,20.369,0.0196920739836561,10
2015-03-10,Deep,20.305909090909097,0.012212051389271094,22
2015-04-14,Surface,22.049,0.2574857061836425,10
2015-04-14,Mid-Depth,21.449999999999996,0.07601169500660913,10
2015-04-14,Lower Photic,21.24,0.10424330514074534,10
2015-04-14,Deep,20.531136363636367,0.16333121667209363,22
2015-06-09,Surface,23.843,0.014944341180973486,10
2015-06-09,Mid-Depth,23.772,0.05411920998027331,10
2015-06-09,Lower Photic,22.211000000000002,0.7629394908291659,10
2015-06-09,Deep,20.6980303030303,0.2280064491126096,22
2015-07-14,Surface,22.839999999999996,0.018856180831641284,10
2015-07-14,Mid-Depth,22.804000000000002,0.015055453054181142,10
2015-07-14,Lower Photic,22.655,0.05661762583821006,10
2015-07-14,Deep,20.87621212121212,0.4776710424754934,22
2015-08-10,Surface,23.6,0.05830951894845345,10
2015-08-10,Mid-Depth,23.409,0.08464960458003079,10
2015-08-10,Lower Photic,22.787,0.24097256644227694,10
2015-08-10,Deep,21.0689393939394,0.5904956095815317,22
2015-09-09,Surface,23.729000000000003,0.06063552314169133,10
2015-09-09,Mid-Depth,23.603,0.06019413038937705,10
2015-09-09,Lower Photic,23.267000000000003,0.2680402125718374,10
2015-09-09,Deep,21.08113636363636,0.6339252426932637,22
2015-10-06,Surface,23.903,0.08014570065407943,10
2015-10-06,Mid-Depth,23.627000000000002,0.0654980915752515,10
2015-10-06,Lower Photic,23.235000000000003,0.3080133474741348,10
2015-10-06,Deep,21.183636363636364,0.5988347671963267,22
2015-11-11,Surface,23.53,0.04830458915396548,10
2015-11-11,Mid-Depth,23.5,0.0,10
2015-11-11,Lower Photic,23.41,0.09944289260117546,10
2015-11-11,Deep,21.748565435402423,0.6645395030866185,22
2016-01-19,Surface,21.549,0.005676462121975591,10
2016-01-19,Mid-Depth,21.534000000000002,0.009660917830792835,10
2016-01-19,Lower Photic,21.51,0.004714045207910216,10
2016-01-19,Deep,21.36431818181818,0.1963493937234959,22
2016-02-16,Surface,20.9,0.011547005383792955,10
2016-02-16,Mid-Depth,20.811,0.03034981237357385,10
2016-02-16,Lower Photic,20.686,0.03864367132317201,10
2016-02-16,Deep,20.638484848484847,0.010527227119355876,22
2016-03-01,Surface,21.147,0.07944949478896829,10
2016-03-01,Mid-Depth,20.798,0.04871686908385311,10
2016-03-01,Lower Photic,20.732,0.004216370213557002,10
2016-03-01,Deep,20.64598484848485,0.03575585603759552,22
2016-04-12,Surface,22.469,0.056263270039658815,10
