date,depth_group,mean_ph,std_ph,measurement_count
2014-02-14,Surface,9.0625,0.09483465142610673,10
2014-02-14,Mid-Depth,9.093714285714286,0.01965129688818864,10
2014-02-14,Lower Photic,9.018928571428571,0.02378868135362307,10
2014-02-14,Deep,8.677467791543306,0.22290769876829294,45
2014-02-19,Surface,9.455000000000002,0.0983474566128798,10
2014-02-19,Mid-Depth,9.378,0.040496913462633136,10
2014-02-19,Lower Photic,9.16,0.04294699575575038,10
2014-02-19,Deep,8.800041909407057,0.2496145438026122,45
2014-03-26,Surface,8.667,0.0038005847503302746,10
2014-03-26,Mid-Depth,8.680000000000001,0.012649110640673497,10
2014-03-26,Lower Photic,8.513500000000002,0.08531730896996534,10
2014-03-26,Deep,8.157616755572622,0.18792999495301285,45
2014-04-23,Surface,8.745271018062347,0.1355085637575192,10
2014-04-23,Mid-Depth,8.668,0.00421637021355775,10
2014-04-23,Lower Photic,8.655000000000001,0.005270462766947186,10
2014-04-23,Deep,8.142455914184891,0.15858056658085423,45
2014-04-27,Surface,8.709965250473754,0.04127227967369048,10
2014-04-27,Mid-Depth,8.697,0.011595018087284203,10
2014-04-27,Lower Photic,8.607000000000001,0.06783149055645987,10
2014-04-27,Deep,8.116161727022993,0.15189266807273347,45
2014-06-25,Surface,9.021000000000003,0.1403527302509253,10
2014-06-25,Mid-Depth,9.408000000000001,0.05731007280089986,10
2014-06-25,Lower Photic,9.044,0.2099312056629774,10
2014-06-25,Deep,8.192870040888225,0.21622952760007794,45
2014-07-23,Surface,8.516,0.13451146171733225,10
2014-07-23,Mid-Depth,8.885,0.0880971685760167,10
2014-07-23,Lower Photic,9.011000000000001,0.06854844191437817,10
2014-07-23,Deep,7.875704868617739,0.3444993729022701,45
2014-08-13,Surface,9.010000000000002,1.8724445165742407e-15,10
2014-08-13,Mid-Depth,9.010000000000002,1.8724445165742407e-15,10
2014-08-13,Lower Photic,9.010000000000002,1.8724445165742407e-15,10
2014-08-13,Deep,8.902087058149116,0.218902246573139,45
2014-09-09,Surface,10.039200000000003,1.1441216718513811,10
2014-09-09,Mid-Depth,7.122800000000001,0.7815273934205165,10
2014-09-09,Lower Photic,10.57,1.4734539920427332,10
2014-09-09,Deep,7.529936933692044,0.26274559595610003,45
2014-09-25,Surface,8.281307692307692,0.05797146138666618,10
2014-09-25,Mid-Depth,8.491153846153846,0.06753989251448264,10
2014-09-25,Lower Photic,8.689538461538461,0.05388057507867434,10
2014-09-25,Deep,7.694318509403456,0.38946752029315185,45
2014-10-08,Surface,11.499,1.944636212765771,10
2014-10-08,Mid-Depth,9.955,1.1610651240228613,10
2014-10-08,Lower Photic,8.588000000000001,0.11573917035971652,10
2014-10-08,Deep,7.3255266725435755,0.3847857998764152,45
2014-11-12,Surface,9.724,0.2138747470072321,10
2014-11-12,Mid-Depth,10.723500000000001,0.5722749166676043,10
